city,country,latitude,longitude,population,no_data,model_score_2026,model_score_2050,2026_thermique_exposure,2026_eau_exposure,2026_feux_exposure,2026_mer_exposure,2026_fleuves_exposure,2026_stabilite_exposure,2050_thermique_exposure,2050_eau_exposure,2050_feux_exposure,2050_mer_exposure,2050_fleuves_exposure,2050_stabilite_exposure
Mundra,IN,22.84,69.72,20338,False,31,27,81.2,79.60000000000001,82.39999999999999,58.8,0.0,20.0,86.8,79.2,84.39999999999999,60.0,0.0,37.6
Saint-Vincent de Paul,FR,48.88,2.36,20336,False,67,65,10.8,30.4,25.6,0.0,45.6,23.200000000000003,10.4,35.6,32.800000000000004,0.0,45.6,44.800000000000004
Manay,PH,7.22,126.54,20336,False,65,64,55.2,0.0,0.0,0.0,0.0,22.0,56.00000000000001,0.0,0.0,0.0,0.0,36.0
Bombinhas,BR,-27.15,-48.49,20335,False,88,78,12.0,0.0,0.0,5.2,0.0,18.8,16.400000000000002,0.0,0.0,5.2,0.0,35.6
Riachão,BR,-7.36,-46.62,20334,False,61,56,55.60000000000001,13.200000000000001,51.6,0.0,0.0,20.8,60.0,17.599999999999998,54.0,0.0,0.0,41.6
Cuité,BR,-6.48,-36.15,20334,False,47,44,21.2,70.0,77.60000000000001,0.0,0.0,15.2,31.2,69.19999999999999,79.60000000000001,0.0,0.0,32.4
Longfeng,CN,30.27,106.02,20334,False,88,77,18.0,0.0,4.8,0.0,2.8000000000000003,15.6,20.8,0.0,6.0,0.0,2.8000000000000003,35.199999999999996
Yateley,GB,51.34,-0.83,20334,False,87,79,12.0,1.2,13.600000000000001,0.0,0.4,18.4,10.0,6.0,17.599999999999998,0.0,0.4,32.800000000000004
Castrovillari,IT,39.82,16.2,20334,False,68,64,11.200000000000001,22.0,47.599999999999994,0.0,0.0,28.000000000000004,15.6,26.8,50.0,0.0,0.0,50.8
Hulu Yam Lama,MY,3.45,101.64,20334,False,89,78,11.600000000000001,0.0,0.0,0.0,0.0,16.8,23.599999999999998,0.0,0.0,0.0,0.0,34.8
Tubbergen,NL,52.41,6.78,20334,False,85,75,15.6,0.0,7.6,0.0,0.0,23.200000000000003,13.200000000000001,2.8000000000000003,10.4,0.0,0.0,40.0
Xinglong,CN,29.89,106.71,20333,False,87,79,20.4,0.0,2.8000000000000003,0.0,0.0,13.600000000000001,23.599999999999998,0.0,4.3999999999999995,0.0,0.0,32.800000000000004
Gardner,US,42.58,-72.0,20333,False,76,62,35.199999999999996,0.0,0.0,0.0,0.0,34.4,34.4,0.0,0.0,0.0,0.0,61.199999999999996
Takedamachi,JP,32.97,131.4,20332,False,84,73,15.6,0.0,0.0,0.0,0.0,24.8,15.6,0.0,0.0,0.0,0.0,44.800000000000004
Iisalmi,FI,63.56,27.19,20330,False,70,53,38.0,0.0,1.6,0.0,0.0,46.0,34.8,0.0,0.8,0.0,0.0,77.60000000000001
Golden,US,39.76,-105.22,20330,False,54,52,39.2,63.2,40.400000000000006,0.0,0.0,32.4,39.2,65.2,42.4,0.0,0.0,52.800000000000004
São José de Piranhas,BR,-7.12,-38.5,20329,False,59,57,19.6,34.8,60.8,0.0,0.0,20.0,30.8,34.4,61.6,0.0,0.0,39.2
Monte Azul,BR,-15.16,-42.88,20328,False,68,66,4.3999999999999995,36.0,48.0,0.0,0.0,24.8,7.6,34.0,49.2,0.0,0.0,37.2
Avrankou,BJ,6.56,2.65,20326,False,48,42,69.19999999999999,19.6,51.6,4.8,45.2,10.0,78.4,20.4,52.0,5.2,45.2,24.8
Byndoor,IN,13.87,74.63,20323,False,52,46,70.8,0.0,47.599999999999994,4.3999999999999995,0.0,20.8,79.2,0.0,47.599999999999994,4.8,0.0,38.800000000000004
Douglas,US,41.84,-87.62,20323,False,78,64,32.0,0.0,1.6,0.0,0.0,33.2,32.800000000000004,0.0,0.0,0.0,0.0,58.4
Chāpar,IN,26.27,90.45,20322,False,53,51,57.199999999999996,0.0,34.4,0.0,66.4,8.4,65.60000000000001,0.0,36.0,0.0,66.4,23.200000000000003
Tata,MA,29.74,-7.97,20322,False,34,32,33.2,100.0,18.0,0.0,0.0,34.0,40.400000000000006,100.0,14.799999999999999,0.0,0.0,63.6
Khombole,SN,14.76,-16.69,20321,False,34,33,72.8,79.2,85.6,0.0,15.2,22.8,80.80000000000001,83.2,79.60000000000001,0.0,15.2,45.2
Sankt Peter,AT,46.63,14.34,20320,False,78,66,30.4,0.0,0.0,0.0,22.8,30.8,28.4,0.0,0.0,0.0,22.8,51.6
Farrāshband,IR,28.86,52.1,20320,False,36,33,37.2,94.8,42.8,0.0,0.0,29.2,42.8,95.6,42.0,0.0,0.0,55.2
Pilaitė,LT,54.7,25.18,20320,False,72,60,28.799999999999997,0.0,5.6000000000000005,0.0,26.8,39.6,25.6,1.6,7.6,0.0,26.8,60.8
Santa Anita,MX,20.55,-103.44,20320,False,57,52,6.4,40.8,65.2,0.0,0.0,32.800000000000004,10.4,45.6,70.39999999999999,0.0,0.0,59.199999999999996
Cartersville,US,34.16,-84.8,20319,False,81,69,28.000000000000004,0.0,0.0,0.0,0.0,27.6,32.0,0.0,0.4,0.0,0.0,48.8
Kondalampatti,IN,11.64,78.12,20318,False,52,50,55.2,45.6,66.8,0.0,0.0,9.6,60.8,44.800000000000004,66.8,0.0,0.0,26.0
Ashland,US,40.87,-82.32,20317,False,78,65,32.0,0.0,2.4,0.0,0.0,32.800000000000004,32.0,0.0,2.4,0.0,0.0,56.8
Somoto,NI,13.48,-86.58,20316,False,67,62,24.0,13.600000000000001,49.2,0.0,0.0,23.599999999999998,41.6,16.8,52.400000000000006,0.0,0.0,45.2
Przedmieście Oławskie,PL,51.1,17.05,20316,False,65,59,21.6,27.6,10.0,0.0,46.400000000000006,36.8,19.6,32.800000000000004,14.399999999999999,0.0,46.400000000000006,56.8
Bohumín,CZ,49.9,18.36,20315,False,77,65,24.0,0.0,2.8000000000000003,0.0,7.6,35.6,22.0,8.4,3.5999999999999996,0.0,7.6,55.2
Oakleaf Plantation,US,30.17,-81.83,20315,False,75,67,34.0,0.0,8.0,17.2,8.0,24.8,41.199999999999996,0.0,7.199999999999999,17.2,8.0,45.2
Bakoti,GM,13.43,-16.7,20314,False,38,33,70.0,57.599999999999994,79.60000000000001,28.000000000000004,0.0,21.2,80.4,65.2,83.6,31.6,0.0,46.800000000000004
Brandýs nad Labem-Stará Boleslav,CZ,50.19,14.66,20313,False,71,61,19.6,37.2,16.0,0.0,29.2,32.4,17.599999999999998,41.6,20.4,0.0,29.2,52.400000000000006
Boca Suno,EC,-0.7,-77.14,20313,False,63,61,55.2,0.0,0.0,0.0,28.4,19.2,56.39999999999999,0.0,0.0,0.0,28.4,40.400000000000006
Pontarlier,FR,46.9,6.36,20313,False,82,72,26.8,0.0,0.0,0.0,0.0,22.8,24.0,0.0,0.0,0.0,0.0,46.0
Wednesbury,GB,52.55,-2.02,20313,False,89,81,14.399999999999999,0.0,4.3999999999999995,0.0,0.0,16.400000000000002,12.4,0.0,6.800000000000001,0.0,0.0,30.4
Farum,DK,55.81,12.36,20312,False,79,69,16.400000000000002,8.799999999999999,8.799999999999999,0.0,0.0,31.6,14.000000000000002,14.399999999999999,11.600000000000001,0.0,0.0,49.6
Naantali,FI,60.47,22.02,20312,False,68,53,28.4,0.0,6.0,32.4,0.0,46.0,24.4,0.0,6.800000000000001,33.2,0.0,73.2
Friesoythe,DE,53.02,7.86,20311,False,63,58,16.0,0.0,6.4,55.60000000000001,0.0,24.0,14.000000000000002,0.0,8.0,63.2,0.0,40.8
Thị Trấn Nước Hai,VN,22.74,106.15,20309,False,76,71,36.4,0.0,19.2,0.0,0.0,14.000000000000002,42.8,0.0,20.0,0.0,0.0,31.2
Affton,US,38.55,-90.33,20307,False,67,62,36.4,0.0,1.6,0.0,46.400000000000006,30.4,39.2,2.0,3.5999999999999996,0.0,46.400000000000006,53.2
Cañas,CR,10.43,-85.1,20306,False,54,44,68.4,0.0,44.0,0.0,0.0,22.8,83.6,0.0,44.4,0.0,0.0,40.8
Provenals del Poblenou,ES,41.41,2.2,20306,False,67,63,8.0,46.0,39.6,1.2,9.6,26.0,11.200000000000001,50.0,45.2,1.2,9.6,47.199999999999996
Senta,RS,45.93,20.08,20302,False,54,51,22.8,45.6,31.2,0.0,60.0,37.2,24.8,51.2,38.0,0.0,60.0,62.0
Umm Shawkah,SD,13.32,33.77,20302,False,27,26,70.0,78.8,90.0,0.0,74.0,27.200000000000003,80.80000000000001,81.2,87.2,0.0,74.0,46.0
Dalap-Uliga-Dorrit,MH,7.09,171.38,20301,False,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saatli,AZ,39.93,48.37,20300,False,39,36,26.8,80.0,52.0,0.0,80.0,29.599999999999998,31.2,82.0,51.6,0.0,80.0,51.6
Peterlee,GB,54.76,-1.34,20300,False,88,81,13.600000000000001,6.800000000000001,7.199999999999999,1.6,0.0,16.0,12.0,9.6,9.2,2.0,0.0,28.4
Maradong,MY,2.08,111.62,20299,False,57,49,59.199999999999996,0.0,0.0,7.199999999999999,59.599999999999994,19.6,70.0,0.0,0.0,7.6,59.599999999999994,38.4
Chamalières,FR,45.77,3.07,20298,False,83,69,17.2,20.0,12.4,0.0,0.0,23.200000000000003,16.0,26.8,18.4,0.0,0.0,46.400000000000006
Monguno,NG,12.67,13.61,20297,False,32,28,78.0,84.39999999999999,79.60000000000001,0.0,48.0,24.8,86.4,83.6,82.39999999999999,0.0,48.0,50.4
Yauco,PR,18.04,-66.85,20295,False,62,58,57.99999999999999,0.0,22.0,0.8,0.0,20.0,61.199999999999996,4.0,27.200000000000003,0.8,0.0,38.4
Haldensleben I,DE,52.29,11.41,20294,False,77,67,18.8,31.2,16.8,0.0,0.0,29.2,16.400000000000002,36.0,22.0,0.0,0.0,47.599999999999994
Aleksandrów Łódzki,PL,51.82,19.3,20292,False,73,61,23.200000000000003,26.400000000000002,10.8,0.0,0.0,38.0,21.6,31.6,15.2,0.0,0.0,58.4
Ramona,US,33.04,-116.87,20292,False,47,45,15.6,76.8,67.2,0.0,0.0,26.400000000000002,17.2,78.8,66.8,0.0,0.0,44.800000000000004
Bogué,MR,16.59,-14.26,20291,False,22,20,86.4,98.8,43.6,0.4,70.39999999999999,26.8,93.60000000000001,99.6,41.6,0.4,70.39999999999999,42.8
Kontich,BE,51.13,4.45,20290,False,33,31,12.0,2.8000000000000003,10.0,99.6,47.199999999999996,21.2,10.8,8.799999999999999,14.399999999999999,99.6,47.199999999999996,40.0
Bawāni Khera,IN,28.95,76.03,20289,False,40,38,67.2,76.0,78.8,0.0,8.0,14.399999999999999,72.39999999999999,76.8,79.2,0.0,8.0,31.2
Celbridge,IE,53.34,-6.54,20288,False,90,85,15.2,0.0,2.8000000000000003,0.0,0.0,12.4,13.600000000000001,0.0,4.0,0.0,0.0,22.8
Basi,IN,30.69,76.4,20288,False,51,50,60.8,44.4,66.4,0.0,0.0,14.799999999999999,66.0,44.4,66.4,0.0,0.0,34.0
Cambria Heights,US,40.7,-73.74,20287,False,69,59,23.599999999999998,0.0,0.0,43.6,0.0,35.6,24.8,0.0,0.0,45.2,0.0,59.599999999999994
Velingrad,BG,42.03,23.99,20286,False,76,58,31.2,6.0,14.799999999999999,0.0,0.0,33.6,28.4,17.599999999999998,21.6,0.0,0.0,64.0
Ālampālaiyam,IN,11.36,77.77,20286,False,40,33,75.6,61.6,73.6,0.0,37.2,11.200000000000001,85.6,62.8,74.4,0.0,37.2,28.000000000000004
Kanaya,JP,34.82,138.13,20286,False,85,74,15.2,0.0,0.0,0.0,0.0,24.4,15.6,0.0,0.0,0.0,0.0,42.8
Centro,IT,45.07,7.68,20285,False,74,64,15.2,22.8,24.0,0.0,32.4,26.8,16.400000000000002,26.400000000000002,28.4,0.0,32.4,48.4
Alcalde Díaz,PA,9.12,-79.56,20285,False,61,55,57.99999999999999,0.0,32.0,0.0,0.0,24.8,65.2,0.0,34.4,0.0,0.0,44.4
Bécédi-Brignan,CI,5.91,-4.01,20284,False,57,55,63.6,5.2,34.0,0.0,0.0,30.0,66.8,0.0,31.6,0.0,0.0,35.6
Malaṅgawā,NP,26.86,85.56,20284,False,57,54,66.4,0.0,39.2,0.0,0.0,6.0,69.6,0.0,39.6,0.0,0.0,18.4
São Felipe,BR,-12.85,-39.09,20283,False,83,72,26.0,0.0,3.5999999999999996,0.0,0.0,20.0,37.6,2.8000000000000003,10.8,0.0,0.0,40.8
Elmwood Park,US,40.9,-74.12,20279,False,75,60,26.400000000000002,0.0,0.0,13.600000000000001,0.0,36.8,28.4,0.0,0.0,14.799999999999999,0.0,62.4
Elko,US,40.83,-115.76,20279,False,44,42,44.0,76.0,46.400000000000006,0.0,18.4,32.0,43.2,77.60000000000001,46.800000000000004,0.0,18.4,53.2
Chorozinho,BR,-4.3,-38.5,20274,False,51,52,56.00000000000001,39.6,67.2,0.0,0.0,20.8,57.599999999999994,34.0,64.4,0.0,0.0,40.8
Esmeralda,CU,21.85,-78.12,20274,False,59,50,62.0,3.2,30.0,0.0,0.0,20.0,74.0,6.4,33.2,0.0,0.0,36.4
Aragarças,BR,-15.9,-52.25,20273,False,58,53,57.599999999999994,0.0,43.2,0.0,29.2,25.2,64.0,0.0,44.0,0.0,29.2,45.2
Mahd adh Dhahab,SA,23.5,40.88,20272,False,32,30,63.6,100.0,0.0,0.0,0.0,27.200000000000003,72.0,100.0,0.0,0.0,0.0,52.0
Oroszlány,HU,47.49,18.31,20271,False,72,59,19.6,33.2,22.0,0.0,0.0,37.6,18.4,38.800000000000004,29.599999999999998,0.0,0.0,60.4
Ndioum,SN,16.51,-14.65,20270,False,24,22,86.4,96.8,49.6,0.0,65.60000000000001,26.0,93.60000000000001,97.6,47.599999999999994,0.0,65.60000000000001,41.199999999999996
Hollis,US,40.71,-73.77,20269,False,71,59,24.4,0.0,0.0,39.6,0.0,36.4,26.0,0.0,0.0,40.8,0.0,61.199999999999996
Fairview Park,HK,22.47,114.05,20268,False,75,69,36.0,0.0,17.599999999999998,10.0,0.0,21.6,44.0,0.0,19.6,10.8,0.0,39.6
Meylan,FR,45.21,5.78,20267,False,70,67,33.2,0.0,2.0,0.0,42.4,24.8,30.0,0.0,3.5999999999999996,0.0,42.4,46.0
Alcântara,PT,38.7,-9.17,20267,False,62,59,3.2,40.0,57.199999999999996,11.600000000000001,0.4,12.8,4.0,44.800000000000004,60.4,12.4,0.4,26.400000000000002
Bouïnsk,RU,54.97,48.29,20266,False,61,47,38.0,27.200000000000003,17.2,0.0,44.800000000000004,48.8,36.4,31.2,19.6,0.0,44.800000000000004,73.6
Nueva Gerona,CU,21.89,-82.81,20264,False,57,49,64.4,0.0,31.2,8.0,0.0,19.6,74.4,5.2,34.8,8.4,0.0,33.2
Karachayevsk,RU,43.77,41.91,20264,False,77,62,34.8,0.0,2.8000000000000003,0.0,0.0,33.2,32.4,6.0,4.8,0.0,0.0,60.0
Umbri,IN,20.71,77.03,20262,False,46,45,62.4,55.2,75.2,0.0,0.8,4.3999999999999995,66.8,54.0,74.4,0.0,0.8,18.8
Anatuya,AR,-28.46,-62.83,20261,False,32,31,30.8,53.2,48.0,0.0,95.19999999999999,27.6,35.199999999999996,53.6,50.4,0.0,95.19999999999999,40.400000000000006
Tomaszów Lubelski,PL,50.45,23.42,20261,False,74,61,27.200000000000003,4.3999999999999995,6.4,0.0,0.0,40.400000000000006,24.8,12.0,9.6,0.0,0.0,61.199999999999996
Stoke,NZ,-41.32,173.23,20260,False,85,76,12.4,0.0,0.0,18.0,0.0,20.4,10.4,0.0,0.0,20.0,0.0,37.6
Brooklyn Heights,US,40.7,-73.99,20256,False,69,57,26.400000000000002,0.0,0.0,41.6,9.2,36.8,28.4,0.0,0.0,44.0,9.2,62.4
Ervália,BR,-20.84,-42.66,20255,False,85,77,4.0,0.0,23.200000000000003,0.0,0.0,21.6,6.4,0.0,24.8,0.0,0.0,37.2
Gersthofen,DE,48.42,10.87,20254,False,82,72,22.400000000000002,0.0,1.6,0.0,0.0,27.200000000000003,20.0,0.0,1.6,0.0,0.0,46.0
Wellington,IN,11.37,76.78,20254,False,51,49,54.400000000000006,49.2,67.60000000000001,0.0,0.0,14.799999999999999,60.0,49.6,68.0,0.0,0.0,30.4
Muriti,TZ,-1.98,32.92,20254,False,78,73,2.4,4.8,32.800000000000004,0.0,20.0,20.4,6.800000000000001,4.8,34.4,0.0,20.0,39.2
Ntandabale,ZM,-15.39,28.42,20254,False,54,52,10.0,47.199999999999996,68.8,0.0,0.0,27.6,15.6,48.8,70.0,0.0,0.0,45.6
Hārij,IN,23.69,71.91,20253,False,35,33,82.8,68.8,85.2,0.0,4.0,22.0,86.8,68.4,85.2,0.0,4.0,40.0
Nogales,US,31.34,-110.93,20252,False,47,46,27.200000000000003,71.2,74.0,0.0,0.0,35.6,29.2,72.8,73.6,0.0,0.0,56.39999999999999
Buri,BR,-23.8,-48.59,20250,False,87,77,5.2,0.0,14.799999999999999,0.0,0.0,20.0,7.199999999999999,0.0,15.6,0.0,0.0,38.0
Baras,PH,14.52,121.27,20250,False,60,54,61.6,0.0,28.799999999999997,0.0,0.0,18.8,69.19999999999999,0.0,29.599999999999998,0.0,0.0,35.199999999999996
Sebt Gzoula,MA,32.11,-9.08,20248,False,45,42,8.0,83.2,58.4,0.0,0.0,22.8,10.0,86.4,54.400000000000006,0.0,0.0,42.8
Parma Heights,US,41.39,-81.76,20246,False,78,64,30.0,0.0,1.6,0.0,2.4,33.6,29.599999999999998,0.0,1.2,0.0,2.4,57.599999999999994
La Cañada Flintridge,US,34.2,-118.19,20246,False,48,46,11.600000000000001,76.0,72.0,0.0,0.0,25.6,14.000000000000002,77.2,71.6,0.0,0.0,42.4
Danao,PH,9.55,123.76,20245,False,52,43,73.2,9.6,16.400000000000002,4.0,0.0,22.0,85.6,10.8,14.399999999999999,4.3999999999999995,0.0,34.4
Tsuruda,JP,31.95,130.48,20243,False,85,75,18.0,0.0,0.0,0.0,0.0,22.8,19.6,0.0,0.0,0.0,0.0,41.199999999999996
Strzelce Opolskie,PL,50.51,18.3,20241,False,76,65,22.0,10.8,4.3999999999999995,0.0,0.0,35.6,19.2,18.0,6.800000000000001,0.0,0.0,55.60000000000001
Matui,TZ,-4.8,38.25,20241,False,85,75,0.4,2.4,16.8,0.0,22.400000000000002,18.4,0.8,8.4,18.8,0.0,22.400000000000002,38.0
Galeras,CO,9.16,-75.05,20239,False,35,34,100.0,0.0,37.6,0.0,0.0,22.400000000000002,100.0,0.0,39.2,0.0,0.0,41.199999999999996
Šaľa,SK,48.15,17.88,20239,False,59,53,21.2,39.2,24.0,0.0,54.800000000000004,38.800000000000004,21.2,43.6,31.6,0.0,54.800000000000004,61.6
Raipur Domana,IN,32.8,74.78,20238,False,64,59,47.599999999999994,0.0,33.2,0.0,44.800000000000004,22.400000000000002,53.6,0.0,34.0,0.0,44.800000000000004,42.8
Zele,BE,51.07,4.04,20236,False,33,31,11.600000000000001,1.6,10.4,100.0,50.0,21.6,10.4,8.0,15.2,100.0,50.0,40.0
Amphoe Aranyaprathet,TH,13.69,102.5,20236,False,44,37,83.2,12.0,52.400000000000006,0.0,0.0,14.399999999999999,93.2,11.600000000000001,52.0,0.0,0.0,30.8
Thomastown,AU,-37.68,145.02,20234,False,78,72,2.8000000000000003,32.0,24.4,0.0,0.0,22.8,3.2,35.6,26.400000000000002,0.0,0.0,41.6
Protaras,CY,35.01,34.06,20230,False,45,42,30.0,78.4,69.6,1.2,0.0,21.6,34.4,80.4,67.60000000000001,1.2,0.0,41.199999999999996
Cirencester,GB,51.72,-1.97,20229,False,87,79,12.4,10.4,14.000000000000002,0.0,0.0,17.599999999999998,10.8,14.399999999999999,17.599999999999998,0.0,0.0,31.2
Hatvan,HU,47.67,19.68,20228,False,67,57,22.400000000000002,44.800000000000004,29.599999999999998,0.0,0.0,38.800000000000004,23.200000000000003,50.0,37.6,0.0,0.0,60.4
Settūr,IN,9.41,77.48,20228,False,41,34,82.8,52.0,50.4,0.0,0.0,18.4,93.2,49.6,48.4,0.0,0.0,28.4
Requena,ES,39.49,-1.1,20227,False,50,46,18.0,73.2,53.6,0.0,0.0,29.2,20.4,76.4,52.800000000000004,0.0,0.0,53.6
Ōhara,JP,35.25,140.39,20226,False,86,76,16.0,0.0,0.0,1.6,0.0,22.0,16.8,0.0,0.0,1.6,0.0,39.6
Kwale,NG,5.71,6.43,20226,False,46,44,63.6,0.0,38.4,0.0,74.8,20.0,71.2,0.0,38.4,0.0,74.8,36.0
Mustang,US,35.38,-97.72,20226,False,67,58,40.400000000000006,28.4,18.4,0.0,37.6,36.0,42.8,28.799999999999997,17.599999999999998,0.0,37.6,54.0
Rose Hill,US,38.79,-77.11,20226,False,76,63,29.2,0.0,0.0,5.6000000000000005,26.0,32.800000000000004,32.0,0.0,0.0,5.6000000000000005,26.0,55.2
Fulu,CN,30.65,107.97,20225,False,87,78,19.2,0.0,0.8,0.0,0.0,16.400000000000002,22.0,0.0,2.4,0.0,0.0,34.8
Kallangur,AU,-27.25,152.99,20222,False,83,73,15.2,2.0,20.4,14.399999999999999,0.8,22.0,19.2,4.3999999999999995,22.8,15.2,0.8,38.4
Hernani,ES,43.27,-1.98,20222,False,88,79,3.5999999999999996,0.0,3.5999999999999996,2.0,0.0,19.2,3.2,0.0,6.800000000000001,2.0,0.0,35.6
Montceau-les-Mines,FR,46.67,4.37,20221,False,84,70,15.6,0.0,7.6,0.0,0.0,24.8,14.799999999999999,7.199999999999999,13.600000000000001,0.0,0.0,48.0
Waluj Buzurg,IN,19.8,75.23,20220,False,44,42,52.400000000000006,59.199999999999996,78.8,0.0,0.0,10.8,57.99999999999999,60.0,79.2,0.0,0.0,26.400000000000002
Penukonda,IN,14.08,77.6,20220,False,42,40,51.2,67.60000000000001,82.0,0.0,0.0,13.200000000000001,58.4,67.60000000000001,82.0,0.0,0.0,27.6
Haiger,DE,50.74,8.21,20218,False,83,73,20.0,0.0,9.2,0.0,0.0,24.8,17.599999999999998,0.0,12.8,0.0,0.0,42.8
Kotivakkam,IN,12.97,80.26,20217,False,39,34,89.2,25.2,59.199999999999996,4.0,0.0,5.2,95.6,24.4,59.199999999999996,4.0,0.0,19.2
East Northport,US,40.88,-73.32,20217,False,77,64,23.599999999999998,0.0,0.0,10.4,0.0,34.4,24.0,0.0,0.0,10.8,0.0,56.8
Srīnagar,IN,30.22,78.78,20216,False,82,74,4.0,0.0,25.6,0.0,21.6,19.2,3.5999999999999996,0.0,27.200000000000003,0.0,21.6,39.6
Marina di Ardea-Tor San Lorenzo,IT,41.55,12.54,20216,False,72,65,14.000000000000002,16.400000000000002,41.6,0.4,0.0,26.400000000000002,18.8,22.400000000000002,46.0,0.4,0.0,50.0
Vlotho,DE,52.16,8.86,20214,False,81,72,15.6,0.0,1.6,0.0,26.8,25.2,13.600000000000001,0.0,4.8,0.0,26.8,43.2
Quiterianópolis,BR,-5.84,-40.7,20213,False,48,45,27.200000000000003,58.8,76.0,0.0,0.0,20.8,41.199999999999996,58.8,76.4,0.0,0.0,39.6
Adlershof,DE,52.44,13.55,20210,False,67,62,18.4,29.599999999999998,15.6,0.0,43.6,31.6,16.400000000000002,34.4,20.4,0.0,43.6,50.8
Azacualpa,HN,14.71,-88.09,20210,False,79,67,14.799999999999999,0.0,32.0,0.0,0.0,25.2,28.799999999999997,0.0,34.4,0.0,0.0,50.0
San Lorenzo de Esmeraldas,EC,1.29,-78.83,20209,False,62,58,55.60000000000001,0.0,0.0,6.0,29.599999999999998,22.8,60.4,0.0,0.0,6.4,29.599999999999998,41.199999999999996
Tolbiac,DE,50.69,6.65,20208,False,85,74,17.2,0.0,6.0,0.0,0.0,23.200000000000003,14.799999999999999,1.6,9.6,0.0,0.0,42.0
Jaruco,CU,23.04,-82.01,20207,False,69,60,46.0,0.0,25.6,0.0,0.0,21.2,60.0,0.0,27.200000000000003,0.0,0.0,35.6
Burqin,CN,47.7,86.86,20205,False,43,40,42.0,80.4,23.200000000000003,0.0,26.8,30.8,42.8,82.39999999999999,25.2,0.0,26.8,56.00000000000001
Algete,ES,40.6,-3.5,20204,False,51,47,20.4,69.6,62.8,0.0,0.0,31.2,25.2,73.2,61.6,0.0,0.0,60.0
Tel Sheva‘,IL,31.25,34.86,20204,False,38,36,16.400000000000002,95.19999999999999,36.8,0.0,0.0,27.200000000000003,20.0,96.0,36.0,0.0,0.0,48.8
Giengen an der Brenz,DE,48.62,10.24,20201,False,82,71,22.400000000000002,0.0,3.2,0.0,2.4,27.200000000000003,20.0,0.0,6.0,0.0,2.4,46.0
Epsom,NZ,-36.89,174.77,20200,False,80,75,1.2,0.0,0.0,30.4,0.0,20.8,1.2,0.0,0.0,31.6,0.0,38.4
Stebnyk,UA,49.3,23.55,20200,False,76,65,28.000000000000004,0.0,3.2,0.0,0.0,36.8,26.0,0.0,4.0,0.0,0.0,57.199999999999996
Saperna Slobidka,UA,50.4,30.54,20200,False,62,53,26.0,21.2,18.8,0.0,50.8,42.8,24.4,28.799999999999997,23.599999999999998,0.0,50.8,64.8
Xo‘jaobod,UZ,40.67,72.56,20200,False,46,43,34.4,77.60000000000001,50.8,0.0,0.0,28.4,36.4,78.8,51.2,0.0,0.0,50.0
Geyve,TR,40.51,30.29,20199,False,63,57,16.0,42.4,48.8,0.0,32.4,30.4,15.6,47.599999999999994,55.2,0.0,32.4,55.60000000000001
Glen Avon,US,34.01,-117.48,20199,False,43,41,18.4,84.0,61.6,0.0,0.0,26.8,20.4,85.2,60.4,0.0,0.0,44.800000000000004
San Antonio de la Cal,MX,17.03,-96.7,20198,False,54,49,4.3999999999999995,59.599999999999994,69.6,0.0,0.0,26.0,8.799999999999999,62.0,74.4,0.0,0.0,49.2
Blieskastel,DE,49.24,7.26,20197,False,83,71,18.8,0.0,8.0,0.0,0.0,26.0,16.8,0.0,13.200000000000001,0.0,0.0,47.199999999999996
Pompéia,BR,-22.11,-50.17,20196,False,78,68,22.400000000000002,12.4,29.599999999999998,0.0,0.0,27.6,30.0,13.200000000000001,32.4,0.0,0.0,46.0
Boromo,BF,11.74,-2.93,20193,False,43,41,65.60000000000001,47.199999999999996,73.6,0.0,42.0,21.6,71.6,46.0,73.2,0.0,42.0,41.6
Kataiya,IN,26.57,84.08,20193,False,49,47,74.0,29.2,59.599999999999994,0.0,0.0,1.2,75.6,24.8,57.199999999999996,0.0,0.0,15.2
Monserrato,IT,39.26,9.14,20193,False,49,47,15.2,65.2,71.2,20.8,0.0,24.4,19.6,67.2,71.2,21.6,0.0,44.0
Sainte-Rose,GP,16.33,-61.7,20192,False,100,100,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Skive,DK,56.57,9.03,20190,False,79,69,19.6,0.0,4.3999999999999995,27.6,0.0,28.000000000000004,16.8,0.0,6.0,28.000000000000004,0.0,46.0
Tegelen,NL,51.34,6.14,20190,False,74,71,13.200000000000001,6.0,10.4,0.0,37.2,22.8,11.600000000000001,12.0,14.799999999999999,0.0,37.2,40.0
Uruburetama,BR,-3.62,-39.51,20189,False,52,52,56.00000000000001,36.0,66.8,0.0,0.0,19.6,58.4,31.6,64.4,0.0,0.0,39.2
Newquay,GB,50.42,-5.07,20189,False,91,86,7.6,0.0,4.3999999999999995,0.4,0.0,14.799999999999999,6.4,0.0,6.4,0.4,0.0,23.599999999999998
Surajpur,IN,23.21,82.87,20189,False,70,68,43.6,1.6,44.0,0.0,0.0,0.4,46.0,0.8,43.6,0.0,0.0,13.200000000000001
Nirmāli,IN,26.31,86.58,20189,False,42,41,68.0,3.5999999999999996,43.2,0.0,80.80000000000001,4.8,71.6,1.6,43.2,0.0,80.80000000000001,18.8
