city,country,latitude,longitude,population,no_data,model_score_2026,model_score_2050,2026_thermique_exposure,2026_eau_exposure,2026_feux_exposure,2026_mer_exposure,2026_fleuves_exposure,2026_stabilite_exposure,2050_thermique_exposure,2050_eau_exposure,2050_feux_exposure,2050_mer_exposure,2050_fleuves_exposure,2050_stabilite_exposure
Patigi,NG,8.73,5.76,28285,False,50,46,62.8,24.4,60.4,0.0,60.0,10.0,68.0,24.4,60.4,0.0,60.0,24.8
Buriram,TH,14.99,103.1,28283,False,44,38,82.0,19.6,56.8,0.0,0.0,14.799999999999999,90.4,18.0,56.39999999999999,0.0,0.0,32.4
Turubah,SA,28.26,42.92,28279,False,32,30,50.8,100.0,23.200000000000003,0.0,0.0,32.4,56.39999999999999,100.0,23.200000000000003,0.0,0.0,56.00000000000001
Maisí,CU,20.25,-74.15,28276,False,74,66,40.400000000000006,0.0,0.0,0.0,0.0,24.8,51.2,0.0,2.4,0.0,0.0,38.0
Jalgaon Jamod,IN,21.05,76.54,28276,False,43,42,66.4,59.199999999999996,78.4,0.0,1.6,6.4,70.39999999999999,57.599999999999994,78.0,0.0,1.6,21.2
Pallipuram,IN,9.76,76.36,28276,False,43,35,70.39999999999999,0.0,39.2,76.4,0.0,18.0,82.8,0.0,39.6,86.0,0.0,33.2
Annemasse,FR,46.19,6.24,28275,False,79,70,22.400000000000002,0.0,0.0,0.0,29.599999999999998,23.599999999999998,20.0,0.0,2.4,0.0,29.599999999999998,46.0
Vinaròs,ES,40.47,0.48,28273,False,56,53,13.600000000000001,62.4,60.8,0.8,0.0,26.400000000000002,17.599999999999998,65.2,61.6,0.8,0.0,46.0
Rio Pardo de Minas,BR,-15.61,-42.54,28271,False,64,63,12.8,40.0,52.0,0.0,0.0,26.400000000000002,19.6,38.0,52.800000000000004,0.0,0.0,37.6
Sujānpur,IN,32.32,75.61,28270,False,64,59,48.0,0.0,32.800000000000004,0.0,42.4,21.2,54.0,0.0,33.6,0.0,42.4,42.0
Annigeri,IN,15.42,75.43,28267,False,47,45,35.6,56.39999999999999,76.4,0.0,0.0,14.399999999999999,44.0,57.99999999999999,77.60000000000001,0.0,0.0,30.0
Adrogué,AR,-34.8,-58.38,28265,False,85,75,8.4,4.8,4.0,7.199999999999999,0.0,22.8,10.8,7.6,4.8,8.799999999999999,0.0,38.800000000000004
Busogo,RW,-1.56,29.54,28264,False,87,76,0.0,0.0,16.8,0.0,0.0,20.8,0.0,0.0,18.4,0.0,0.0,40.0
La Garde,FR,43.12,6.01,28257,False,75,69,8.4,18.8,36.4,4.0,0.0,24.8,8.799999999999999,22.0,40.8,4.3999999999999995,0.0,45.2
Juan Griego,VE,11.08,-63.96,28256,False,56,51,58.4,35.6,53.6,1.2,0.0,24.4,64.8,42.4,57.199999999999996,1.2,0.0,36.8
Piravam,IN,9.87,76.5,28254,False,56,49,65.60000000000001,0.0,37.6,7.199999999999999,0.0,17.599999999999998,75.6,0.0,37.6,8.0,0.0,33.2
Álvares Machado,BR,-22.08,-51.47,28250,False,73,64,35.199999999999996,19.6,35.199999999999996,0.0,0.0,30.4,44.4,20.0,37.6,0.0,0.0,48.8
McCully - Moiliili,US,21.3,-157.83,28249,False,84,75,10.8,0.0,6.4,16.8,0.0,23.599999999999998,15.6,0.0,8.0,17.2,0.0,38.4
Kraksaan,ID,-7.76,113.4,28248,False,73,68,19.6,0.0,18.8,36.8,0.0,28.000000000000004,30.4,0.0,20.0,42.0,0.0,37.2
Chamblee,US,33.89,-84.3,28244,False,82,70,26.400000000000002,0.0,0.0,0.0,0.0,27.200000000000003,29.599999999999998,0.0,0.0,0.0,0.0,48.0
Tampin,MY,2.47,102.23,28238,False,63,56,58.4,0.0,0.0,0.0,0.0,17.2,68.4,0.0,0.0,0.0,0.0,34.8
Schwandorf in Bayern,DE,49.32,12.11,28235,False,80,68,23.200000000000003,4.0,7.199999999999999,0.0,2.4,30.0,20.8,11.600000000000001,11.200000000000001,0.0,2.4,49.6
Ganderbal,IN,34.23,74.78,28233,False,69,66,21.2,0.0,18.8,0.0,45.2,25.6,18.8,4.8,20.4,0.0,45.2,48.0
Bardaskan,IR,35.26,57.97,28233,False,37,35,31.6,94.8,38.0,0.0,0.0,28.4,34.8,95.19999999999999,38.0,0.0,0.0,51.2
Uliyazhathura,IN,8.58,76.92,28230,False,56,50,66.8,0.0,36.8,0.8,0.0,16.8,74.8,0.0,36.8,0.8,0.0,34.4
Millville,US,39.4,-75.04,28230,False,77,65,26.8,0.0,0.0,9.2,0.0,34.8,28.4,0.0,0.0,9.6,0.0,55.60000000000001
Durango,ES,43.17,-2.63,28229,False,88,79,7.6,0.0,11.600000000000001,0.0,0.0,19.2,6.800000000000001,0.0,14.399999999999999,0.0,0.0,35.199999999999996
Nhlazatje,ZA,-26.04,30.79,28224,False,80,69,4.0,20.0,29.599999999999998,0.0,1.2,24.4,5.6000000000000005,25.2,33.6,0.0,1.2,46.400000000000006
Thung Song,TH,8.16,99.68,28223,False,57,52,64.8,0.0,26.400000000000002,0.0,0.0,26.0,72.8,0.0,27.200000000000003,0.0,0.0,40.8
Ulu Kelang,MY,3.18,101.77,28222,False,66,64,54.800000000000004,0.0,0.0,0.0,0.0,15.6,55.2,0.0,0.0,0.0,0.0,33.2
North Andover,US,42.7,-71.14,28222,False,75,61,31.2,0.0,0.0,1.6,30.8,34.0,31.2,0.0,0.0,1.6,30.8,59.199999999999996
Miranda,BR,-20.24,-56.38,28220,False,52,42,64.0,10.4,34.0,0.0,55.60000000000001,29.2,77.2,11.200000000000001,37.2,0.0,55.60000000000001,49.2
Bramsche,DE,52.41,7.98,28220,False,84,75,15.2,0.0,5.2,0.0,0.0,24.4,12.8,0.0,7.6,0.0,0.0,42.0
Mandi,IN,31.71,76.93,28217,False,85,73,4.0,0.0,11.200000000000001,0.0,20.0,22.0,3.5999999999999996,0.0,13.200000000000001,0.0,20.0,42.8
SeaTac,US,47.45,-122.29,28215,False,81,75,12.8,0.0,27.6,8.0,0.0,22.0,12.0,0.0,30.4,8.0,0.0,37.2
Atholi,IN,11.39,75.76,28213,False,53,48,70.0,0.0,45.6,8.4,0.0,16.400000000000002,76.8,0.0,45.6,9.2,0.0,33.2
Fazilpur,PK,32.18,75.07,28213,False,51,48,58.4,41.199999999999996,60.0,0.0,47.199999999999996,20.0,64.0,40.8,59.599999999999994,0.0,47.199999999999996,40.0
Elmira,US,42.09,-76.81,28213,False,75,58,34.0,0.0,0.4,0.0,24.0,35.199999999999996,34.4,0.0,0.0,0.0,24.0,64.0
Cocal,BR,-3.47,-41.56,28212,False,56,56,55.2,27.6,61.6,0.0,0.0,20.4,56.39999999999999,23.200000000000003,59.199999999999996,0.0,0.0,40.8
Newton Mearns,GB,55.77,-4.33,28210,False,89,83,16.8,0.0,0.0,0.4,0.0,14.799999999999999,14.799999999999999,0.0,0.4,0.4,0.0,27.6
Shiggaon,IN,14.99,75.22,28207,False,51,48,37.2,43.6,71.2,0.0,0.0,13.200000000000001,46.400000000000006,45.6,72.39999999999999,0.0,0.0,30.8
Plettenberg,DE,51.21,7.87,28206,False,84,75,20.8,0.0,0.0,0.0,0.0,24.0,18.0,0.0,3.2,0.0,0.0,41.6
Karlshorst,DE,52.48,13.53,28206,False,67,62,18.4,29.599999999999998,15.6,0.0,43.2,31.6,16.400000000000002,34.4,20.4,0.0,43.2,50.8
Pandua,IN,23.08,88.29,28205,False,46,45,77.2,0.0,35.199999999999996,0.0,60.0,7.6,77.60000000000001,0.0,35.6,0.0,60.0,18.4
Metepec,MX,19.26,-99.6,28205,False,76,60,5.2,21.2,35.199999999999996,0.0,0.0,30.4,3.2,30.4,43.6,0.0,0.0,60.4
Spring Valley,US,32.74,-117.0,28205,False,44,42,8.0,86.0,53.6,0.0,0.0,25.2,9.2,87.2,52.800000000000004,0.0,0.0,42.0
Ban Chang,TH,12.72,101.06,28204,False,47,37,79.60000000000001,14.000000000000002,47.199999999999996,0.4,0.0,13.200000000000001,93.2,13.200000000000001,46.800000000000004,0.4,0.0,27.6
Amirdzhan,AZ,40.43,49.98,28203,False,43,41,16.0,85.2,42.0,5.6000000000000005,0.0,28.799999999999997,18.8,86.0,42.0,5.6000000000000005,0.0,46.0
Stockbridge,US,33.54,-84.23,28202,False,81,69,28.799999999999997,0.0,0.8,0.0,0.0,27.200000000000003,32.4,0.0,1.6,0.0,0.0,48.0
Whitehorse,CA,60.72,-135.05,28201,False,58,56,44.800000000000004,35.199999999999996,9.6,0.0,54.400000000000006,29.2,44.800000000000004,40.400000000000006,12.0,0.0,54.400000000000006,54.400000000000006
Chatan,JP,26.31,127.77,28201,False,97,97,0.0,0.0,0.0,4.3999999999999995,0.0,0.0,0.0,0.0,0.0,4.3999999999999995,0.0,0.0
Glen Ellyn,US,41.88,-88.07,28201,False,78,64,33.2,0.0,2.0,0.0,0.0,33.2,34.4,0.0,1.2,0.0,0.0,57.599999999999994
Tikil Dingay,ET,12.98,37.04,28200,False,55,51,28.799999999999997,34.0,66.8,0.0,0.0,26.0,37.2,36.8,68.4,0.0,0.0,48.4
Popondetta,PG,-8.76,148.23,28198,False,78,72,34.0,0.0,0.0,0.0,0.0,19.6,41.6,0.0,0.0,0.0,0.0,36.0
Pūnch,IN,33.77,74.09,28197,False,83,72,14.399999999999999,17.599999999999998,23.200000000000003,0.0,0.0,20.8,12.4,21.2,22.8,0.0,0.0,41.199999999999996
Kandyagash,KZ,49.47,57.42,28196,False,50,47,42.8,68.8,35.199999999999996,0.0,0.0,42.4,43.2,70.8,36.8,0.0,0.0,66.8
Zürich (Kreis 12),CH,47.4,8.58,28189,False,84,72,18.8,0.0,0.0,0.0,0.0,24.8,16.400000000000002,0.0,0.0,0.0,0.0,46.400000000000006
Zaventem,BE,50.88,4.47,28188,False,86,74,12.4,0.0,8.799999999999999,0.0,0.0,21.6,10.8,6.800000000000001,14.000000000000002,0.0,0.0,41.199999999999996
Burgos,PH,15.73,120.57,28178,False,45,37,84.0,0.0,44.4,0.0,0.0,18.4,95.19999999999999,0.0,44.4,0.0,0.0,32.800000000000004
Monroeville,US,40.42,-79.79,28176,False,75,59,32.800000000000004,0.0,2.8000000000000003,0.0,22.8,34.0,35.199999999999996,0.0,2.4,0.0,22.8,62.0
Lagunillas,VE,8.51,-71.39,28176,False,87,70,0.0,0.0,16.0,0.0,0.0,22.0,0.0,7.6,21.6,0.0,0.0,50.4
Kelkheim,DE,50.14,8.45,28175,False,79,68,15.6,25.6,19.2,0.0,19.2,25.2,14.799999999999999,31.2,24.8,0.0,19.2,44.4
Ayoun el Atrous,MR,16.66,-9.62,28174,False,28,26,82.0,99.6,40.8,0.0,0.0,30.8,90.4,100.0,39.6,0.0,0.0,50.8
Kottaikādu,IN,12.26,79.98,28172,False,37,32,89.60000000000001,24.0,56.8,22.0,0.0,6.4,95.6,21.2,55.60000000000001,27.6,0.0,21.2
Dobropillia,UA,48.47,37.09,28170,False,67,51,30.8,37.2,33.2,0.0,0.0,43.6,30.8,43.2,40.0,0.0,0.0,70.0
Fredericton Northside,CA,45.98,-66.64,28167,False,72,58,38.0,0.0,0.0,6.0,28.4,35.6,36.8,0.0,0.0,6.4,28.4,62.0
Benicia,US,38.05,-122.16,28167,False,48,45,6.800000000000001,55.2,72.39999999999999,34.8,14.399999999999999,20.8,7.199999999999999,56.39999999999999,74.8,35.6,14.399999999999999,34.4
Cruz del Eje,AR,-30.73,-64.8,28166,False,58,57,10.8,62.4,42.0,0.0,0.0,28.799999999999997,13.600000000000001,62.0,44.0,0.0,0.0,40.8
Itabela,BR,-16.58,-39.55,28165,False,73,66,41.6,3.5999999999999996,2.4,0.0,0.0,21.2,50.8,4.8,3.2,0.0,0.0,35.6
Hāngal,IN,14.76,75.12,28159,False,55,51,36.4,34.4,66.4,0.0,0.0,14.399999999999999,46.400000000000006,37.2,68.0,0.0,0.0,32.800000000000004
Honda,CO,5.21,-74.74,28158,False,81,69,4.3999999999999995,0.0,0.0,0.0,29.599999999999998,23.599999999999998,14.000000000000002,0.0,0.0,0.0,29.599999999999998,48.8
Naujamiestis,LT,54.68,25.27,28157,False,72,60,29.599999999999998,0.0,4.8,0.0,33.2,39.6,26.0,0.0,6.4,0.0,33.2,61.199999999999996
Veendam,NL,53.11,6.88,28155,False,36,36,15.6,0.0,7.199999999999999,100.0,0.0,23.200000000000003,13.200000000000001,0.0,8.4,100.0,0.0,39.6
Hiratachō,JP,35.43,132.82,28154,False,83,71,19.2,0.0,0.0,16.8,0.0,22.8,20.8,0.0,0.0,18.8,0.0,43.6
Talamba,PK,30.53,72.24,28151,False,25,24,74.4,99.2,34.4,0.0,56.39999999999999,20.4,78.4,98.8,36.0,0.0,56.39999999999999,41.6
Jhadeshwar,IN,21.71,73.03,28148,False,38,34,77.2,37.2,68.8,21.6,52.800000000000004,15.2,82.0,36.4,68.4,22.0,52.800000000000004,31.2
Neustadt/Nord,DE,50.95,6.95,28146,False,64,62,13.200000000000001,0.0,5.6000000000000005,0.0,56.8,23.599999999999998,11.600000000000001,3.5999999999999996,9.2,0.0,56.8,40.8
Tupanatinga,BR,-8.75,-37.34,28141,False,53,49,16.400000000000002,62.0,68.4,0.0,0.0,16.8,26.0,64.0,71.2,0.0,0.0,34.8
San Sebastián el Grande,MX,20.53,-103.43,28138,False,57,52,6.4,40.8,65.2,0.0,0.0,32.800000000000004,10.4,45.6,70.39999999999999,0.0,0.0,59.199999999999996
Sīdī Ghāzī,EG,31.21,31.05,28136,False,26,24,24.8,100.0,0.0,78.0,40.400000000000006,21.2,30.0,100.0,0.0,85.6,40.400000000000006,40.0
Nuevo México,MX,20.76,-103.44,28135,False,51,47,18.0,48.0,72.0,0.0,0.0,32.800000000000004,26.400000000000002,52.800000000000004,74.8,0.0,0.0,60.4
Batubulan,ID,-8.62,115.26,28131,False,62,58,57.99999999999999,0.0,19.2,2.4,0.0,20.4,63.6,0.0,20.0,2.8000000000000003,0.0,32.800000000000004
Berriozábal,MX,16.8,-93.27,28128,False,57,51,42.8,33.6,59.599999999999994,0.0,0.0,24.0,58.8,39.2,63.6,0.0,0.0,51.6
Longsha,CN,30.64,108.24,28127,False,85,76,20.8,0.0,1.6,0.0,12.4,16.0,24.8,0.0,3.2,0.0,12.4,35.199999999999996
Driefontein,ZA,-26.96,30.44,28127,False,79,69,3.5999999999999996,29.2,29.2,0.0,0.0,24.0,3.5999999999999996,33.2,32.800000000000004,0.0,0.0,46.400000000000006
Miguel Pereira,BR,-22.45,-43.47,28123,False,86,77,12.4,0.0,13.600000000000001,0.0,0.0,20.4,16.8,0.0,14.799999999999999,0.0,0.0,36.4
Daventry,GB,52.26,-1.16,28123,False,87,78,14.399999999999999,14.799999999999999,13.600000000000001,0.0,0.0,17.2,12.8,19.2,17.2,0.0,0.0,31.2
Polūr,IN,12.51,79.12,28123,False,44,39,80.4,32.800000000000004,60.0,0.0,0.0,9.2,87.2,30.8,59.199999999999996,0.0,0.0,24.4
Ōuda-yamaguchi,JP,34.46,135.95,28121,False,84,73,18.8,0.0,0.0,0.0,0.0,25.2,18.4,0.0,0.0,0.0,0.0,44.800000000000004
Groot IJsselmonde,NL,51.88,4.55,28120,False,29,28,12.8,0.0,8.0,100.0,93.60000000000001,20.4,11.200000000000001,0.0,10.0,100.0,93.60000000000001,36.8
Fredericksburg,US,38.3,-77.46,28118,False,78,65,31.6,0.0,0.0,1.6,0.0,32.800000000000004,34.8,0.0,0.0,2.0,0.0,55.2
Ermont,FR,48.99,2.26,28117,False,68,66,10.4,28.799999999999997,24.4,0.0,43.6,22.8,10.0,34.4,31.6,0.0,43.6,44.4
Dabajuro,VE,11.02,-70.68,28117,False,50,43,59.199999999999996,52.400000000000006,66.8,0.0,0.0,22.0,72.39999999999999,60.8,73.6,0.0,0.0,45.2
Sheohar,IN,26.51,85.29,28116,False,42,42,68.4,28.4,56.00000000000001,0.0,76.0,5.2,71.2,25.2,54.400000000000006,0.0,76.0,14.799999999999999
Jogonalan,ID,-7.7,110.54,28114,False,63,61,55.60000000000001,0.0,33.6,0.0,0.0,24.0,56.8,0.0,34.8,0.0,0.0,35.6
Miyaodai,JP,33.85,130.71,28114,False,84,72,18.0,0.0,0.4,12.0,0.0,23.599999999999998,20.4,0.0,1.6,13.200000000000001,0.0,44.0
Bejetsk,RU,57.78,36.7,28114,False,70,56,37.6,0.0,4.8,0.0,0.0,44.800000000000004,34.8,3.5999999999999996,6.4,0.0,0.0,71.2
Massamá,PT,38.75,-9.28,28112,False,68,65,0.8,34.8,50.4,2.0,0.0,12.4,0.8,39.2,53.2,2.0,0.0,23.200000000000003
Vinkovci,HR,45.29,18.8,28111,False,72,55,22.0,28.799999999999997,20.8,0.0,20.4,35.6,24.0,36.0,28.000000000000004,0.0,20.4,64.0
Suisun,US,38.24,-122.04,28111,False,41,39,8.4,68.4,72.39999999999999,64.4,50.0,22.0,9.2,69.6,72.8,65.2,50.0,34.8
Neukirchen-Vluyn,DE,51.45,6.55,28110,False,68,67,11.600000000000001,3.5999999999999996,8.799999999999999,0.0,48.8,23.200000000000003,10.0,9.2,13.600000000000001,0.0,48.8,40.400000000000006
Perumbavoor,IN,10.11,76.47,28110,False,55,49,65.60000000000001,0.0,40.400000000000006,4.0,13.600000000000001,17.2,74.4,0.0,40.400000000000006,4.8,13.600000000000001,32.4
Gundlupēt,IN,11.81,76.69,28105,False,53,52,22.0,46.400000000000006,69.6,0.0,0.0,15.6,28.4,47.199999999999996,70.0,0.0,0.0,30.8
Lennestadt,DE,51.12,8.07,28102,False,84,74,22.0,0.0,0.0,0.0,0.0,24.4,19.6,0.0,3.2,0.0,0.0,41.6
Sachīn,IN,21.09,72.88,28102,False,42,37,73.2,5.6000000000000005,51.2,50.4,52.0,13.600000000000001,78.8,5.2,51.2,51.2,52.0,28.799999999999997
Lipkovo,MK,42.16,21.59,28102,False,60,53,27.6,54.0,49.2,0.0,0.0,33.2,30.8,59.599999999999994,51.2,0.0,0.0,62.4
Aberdeen,US,45.46,-98.49,28102,False,65,55,45.2,42.0,24.8,0.0,0.0,38.800000000000004,46.800000000000004,43.6,29.2,0.0,0.0,60.4
Conchal,BR,-22.33,-47.17,28101,False,79,71,10.8,0.0,27.200000000000003,0.0,28.4,24.8,15.6,0.0,28.4,0.0,28.4,41.199999999999996
Sungai Dua,MY,5.44,100.43,28100,False,50,35,73.2,0.0,0.0,45.2,0.0,20.4,94.8,0.0,0.0,45.2,0.0,38.0
Argoun,RU,43.29,45.87,28100,False,57,53,29.599999999999998,54.400000000000006,37.6,0.0,41.6,31.6,31.6,58.8,39.2,0.0,41.6,57.199999999999996
Kakiri,UG,0.42,32.39,28100,False,87,74,1.6,4.8,16.0,0.0,0.0,21.2,6.0,6.0,15.2,0.0,0.0,42.8
Cranberry Township,US,40.68,-80.11,28098,False,77,62,31.6,0.0,2.8000000000000003,0.0,0.0,34.0,33.2,0.0,2.8000000000000003,0.0,0.0,60.8
Garfield Heights,US,41.42,-81.61,28097,False,77,64,29.599999999999998,0.0,1.2,0.0,4.8,34.0,30.0,0.0,0.0,0.0,4.8,57.599999999999994
South Chicago,US,41.74,-87.55,28095,False,78,64,33.2,0.0,1.2,0.0,0.0,33.2,34.8,0.0,0.0,0.0,0.0,57.99999999999999
Catano,PR,18.44,-66.12,28093,False,58,53,64.8,0.0,1.2,8.799999999999999,0.0,20.4,71.2,0.0,6.0,8.799999999999999,0.0,42.0
Cornelius,US,35.49,-80.86,28092,False,78,62,31.6,0.0,0.0,0.0,0.0,32.800000000000004,38.800000000000004,0.0,0.0,0.0,0.0,60.8
Badr,EG,30.58,30.71,28091,False,31,29,34.4,100.0,0.0,1.2,54.0,26.0,40.8,100.0,0.0,1.2,54.0,45.2
Koynanagar,IN,17.4,73.77,28091,False,71,70,20.4,0.0,46.0,0.0,0.0,12.0,23.599999999999998,0.0,46.400000000000006,0.0,0.0,26.8
Wegberg,DE,51.14,6.28,28089,False,84,74,13.200000000000001,6.4,8.799999999999999,0.0,0.0,23.200000000000003,11.600000000000001,12.0,13.200000000000001,0.0,0.0,40.400000000000006
Lohne,DE,52.67,8.24,28089,False,84,74,15.6,0.0,8.0,0.0,0.0,24.4,14.000000000000002,4.8,11.200000000000001,0.0,0.0,41.6
Casa Branca,BR,-21.77,-47.09,28083,False,78,71,17.2,3.5999999999999996,33.2,0.0,0.0,25.2,24.4,4.0,34.8,0.0,0.0,42.8
Poykovskiy,RU,61.0,71.89,28080,False,66,50,45.2,0.0,2.4,0.0,22.0,48.8,45.6,0.0,3.5999999999999996,0.0,22.0,77.60000000000001
Oakdale,US,44.96,-92.96,28080,False,72,60,39.6,0.0,0.8,0.0,22.400000000000002,34.8,40.0,2.0,2.0,0.0,22.400000000000002,60.0
Po,BF,11.17,-1.14,28079,False,48,44,69.6,42.4,71.2,0.0,0.0,18.4,75.6,42.0,70.8,0.0,0.0,37.2
Sibulan,PH,9.36,123.28,28079,False,60,56,62.8,0.0,10.0,0.8,0.0,16.8,68.4,0.0,9.6,1.2,0.0,34.0
Leichlingen,DE,51.11,7.02,28078,False,72,71,14.000000000000002,0.0,0.8,0.0,42.4,23.200000000000003,12.0,0.0,4.3999999999999995,0.0,42.4,40.8
Goryachiy Klyuch,RU,44.63,39.14,28078,False,78,63,18.8,0.0,4.3999999999999995,0.0,0.0,35.199999999999996,20.4,0.0,8.799999999999999,0.0,0.0,61.199999999999996
Gölbaşı,TR,37.78,37.64,28078,False,46,44,29.599999999999998,56.8,77.60000000000001,0.0,0.0,34.4,31.6,61.6,76.8,0.0,0.0,63.2
Rillieux-la-Pape,FR,45.82,4.9,28076,False,68,65,12.8,4.3999999999999995,11.200000000000001,0.0,48.8,24.0,12.8,12.0,17.599999999999998,0.0,48.8,45.6
Gotegaon,IN,23.03,79.48,28074,False,59,58,49.6,22.0,56.39999999999999,0.0,22.8,5.6000000000000005,52.400000000000006,21.2,56.39999999999999,0.0,22.8,14.799999999999999
Oak Forest,US,41.6,-87.74,28074,False,77,64,33.6,0.0,2.0,0.0,0.0,33.2,34.4,0.0,0.0,0.0,0.0,57.99999999999999
Dronten,NL,52.52,5.72,28073,False,33,32,14.000000000000002,0.0,7.6,100.0,42.4,22.400000000000002,12.0,0.0,10.4,100.0,42.4,38.0
Machagai,AR,-26.93,-60.05,28070,False,77,69,30.4,13.200000000000001,25.6,0.0,4.3999999999999995,24.8,36.0,13.600000000000001,28.000000000000004,0.0,4.3999999999999995,42.0
Matosinhos,PT,41.18,-8.69,28070,False,81,78,2.8000000000000003,0.0,29.2,1.2,9.6,19.2,2.8000000000000003,0.0,31.6,1.2,9.6,34.4
Llallagua,BO,-18.42,-66.58,28069,False,56,54,25.6,63.6,27.6,0.0,0.0,28.000000000000004,19.6,65.2,32.0,0.0,0.0,51.2
Bundoora,AU,-37.7,145.06,28068,False,78,72,2.8000000000000003,32.0,24.4,0.0,0.0,22.8,3.2,35.6,26.400000000000002,0.0,0.0,41.6
Shcherbinka,RU,55.5,37.56,28065,False,71,57,33.6,0.0,6.0,0.0,0.0,45.2,30.8,0.0,7.199999999999999,0.0,0.0,70.39999999999999
Kevelaer,DE,51.58,6.25,28064,False,84,74,12.8,6.4,10.4,0.0,13.600000000000001,22.8,10.8,12.0,15.2,0.0,13.600000000000001,39.6
Shangi,RW,-2.4,29.01,28064,False,70,69,0.0,0.0,21.2,0.0,47.599999999999994,21.2,0.0,0.0,22.0,0.0,47.599999999999994,40.8
Kalwākurti,IN,16.66,78.49,28060,False,42,39,66.8,63.2,80.0,0.0,0.0,6.4,71.2,65.2,81.2,0.0,0.0,24.0
Chengjiang,CN,29.87,106.38,28056,False,76,75,19.6,0.0,2.8000000000000003,0.0,35.199999999999996,13.600000000000001,22.8,0.0,4.3999999999999995,0.0,35.199999999999996,32.800000000000004
Yahaba,JP,39.61,141.15,28056,False,81,72,29.2,0.0,0.0,0.0,0.0,24.0,27.6,0.0,0.0,0.0,0.0,45.2
Mima,JP,34.06,134.14,28055,False,85,74,16.400000000000002,0.0,0.0,0.0,0.0,24.4,14.399999999999999,0.0,0.0,0.0,0.0,44.0
Sheoganj,IN,25.14,73.07,28053,False,42,40,64.0,59.199999999999996,78.8,0.0,0.0,29.599999999999998,70.0,60.4,79.60000000000001,0.0,0.0,44.800000000000004
Garner,US,35.71,-78.61,28053,False,80,67,30.0,0.0,0.0,0.0,0.0,30.4,33.2,0.0,0.0,0.0,0.0,52.400000000000006
Devanahalli,IN,13.25,77.71,28051,False,50,48,32.800000000000004,52.400000000000006,72.39999999999999,0.0,0.0,14.000000000000002,40.0,52.800000000000004,73.2,0.0,0.0,28.4
Rhennouch,TN,33.94,10.06,28051,False,34,32,29.599999999999998,98.0,31.2,11.200000000000001,0.0,25.6,35.6,98.4,30.4,11.600000000000001,0.0,46.0
Stuttgart Feuerbach,DE,48.81,9.16,28046,False,81,69,19.2,4.3999999999999995,7.6,0.0,15.2,27.200000000000003,17.599999999999998,11.600000000000001,12.4,0.0,15.2,47.199999999999996
Holmesburg,US,40.04,-75.03,28046,False,68,58,30.0,0.0,0.0,26.0,41.6,34.4,32.800000000000004,0.0,0.0,26.8,41.6,57.99999999999999
Irará,BR,-12.05,-38.77,28043,False,77,69,28.799999999999997,27.200000000000003,27.200000000000003,0.0,0.0,19.2,39.6,32.0,31.2,0.0,0.0,39.2
Drexel Hill,US,39.95,-75.29,28043,False,65,56,28.4,0.0,0.0,37.2,45.6,34.4,31.2,0.0,1.2,38.0,45.6,58.8
Vestal,US,42.08,-76.05,28043,False,74,58,34.0,0.0,0.0,0.0,29.2,35.199999999999996,33.2,0.0,0.0,0.0,29.2,63.6
North Kingstown,US,41.55,-71.47,28042,False,77,64,28.4,0.0,0.0,8.799999999999999,0.0,33.2,28.000000000000004,0.0,0.0,9.2,0.0,57.599999999999994
Ojinaga,MX,29.57,-104.54,28040,False,30,28,53.6,95.19999999999999,42.0,0.0,34.0,36.8,59.599999999999994,95.6,42.8,0.0,34.0,60.0
Mkuranga,TZ,-7.12,39.21,28037,False,58,51,61.199999999999996,17.2,39.2,0.0,0.0,16.400000000000002,69.19999999999999,22.400000000000002,42.4,0.0,0.0,33.6
Xinmin,CN,30.4,107.39,28033,False,86,78,20.8,0.0,2.0,0.0,0.0,14.799999999999999,23.599999999999998,0.0,3.5999999999999996,0.0,0.0,34.0
Ajalpan,MX,18.38,-97.26,28031,False,36,32,60.8,87.2,66.8,0.0,0.0,33.6,70.39999999999999,90.0,62.4,0.0,0.0,64.4
’Aïn el Hammam,DZ,36.56,4.31,28029,False,55,52,15.2,42.4,67.2,0.0,0.0,26.8,18.4,46.400000000000006,69.19999999999999,0.0,0.0,46.800000000000004
Mranggen,ID,-7.03,110.52,28026,False,54,48,67.2,0.0,29.2,18.0,0.0,29.599999999999998,76.0,0.0,30.0,18.8,0.0,36.4
Polysayevo,RU,54.6,86.28,28026,False,66,52,46.0,0.0,8.799999999999999,0.0,38.800000000000004,40.8,44.4,7.6,12.8,0.0,38.800000000000004,69.19999999999999
Heywood,GB,53.59,-2.22,28024,False,89,82,14.799999999999999,0.0,0.8,0.0,0.0,16.0,12.8,0.0,2.4,0.0,0.0,29.2
Saalfeld,DE,50.65,11.36,28023,False,82,72,23.200000000000003,0.0,4.0,0.0,0.0,27.6,20.4,0.0,6.800000000000001,0.0,0.0,46.0
Aleïsk,RU,52.5,82.78,28019,False,64,50,44.800000000000004,21.6,19.6,0.0,41.6,38.800000000000004,44.0,28.000000000000004,24.8,0.0,41.6,67.2
Pichanal,AR,-23.32,-64.22,28017,False,54,52,44.4,32.4,57.199999999999996,0.0,50.8,27.6,52.0,33.6,58.8,0.0,50.8,43.2
